E,12,212
E,13,213
E,14,214
E,15,215
E,16,216
E,17,217
E,18,218
E,19,219
E,20,220
E,21,221
E,22,222
E,23,223
E,24,224
E,25,225
E,26,226
E,27,227
E,28,228
E,29,229
E,30,230
E,31,231
E,32,232
E,33,233
E,34,234
E,35,235
E,36,236
E,37,237
E,38,238
E,39,239
E,40,240
E,41,241
E,42,242
E,43,243
E,44,244
E,45,245
E,46,246
E,47,247
E,48,248
E,49,249
F,0,250
F,1,251
F,2,252
F,3,253
F,4,254
F,5,255
F,6,256
F,7,257
F,8,258
F,9,259
F,10,260
F,11,261
F,12,262
F,13,263
F,14,264
F,15,265
F,16,266
F,17,267
F,18,268
F,19,269
F,20,270
F,21,271
F,22,272
F,23,273
F,24,274
F,25,275
F,26,276
F,27,277
F,28,278
F,29,279
F,30,280
F,31,281
F,32,282
F,33,283
F,34,284
F,35,285
F,36,286
F,37,287
F,38,288
F,39,289
F,40,290
F,41,291
F,42,292
F,43,293
F,44,294
F,45,295
F,46,296
F,47,297
F,48,298
F,49,299
G,0,300
G,1,301
G,2,302
G,3,303
G,4,304
G,5,305
G,6,306
G,7,307
G,8,308
G,9,309
G,10,310
G,11,311
G,12,312
G,13,313
G,14,314
G,15,315
G,16,316
G,17,317
G,18,318
G,19,319
G,20,320
G,21,321
G,22,322
G,23,323
G,24,324
G,25,325
G,26,326
G,27,327
G,28,328
G,29,329
G,30,330
G,31,331
G,32,332
G,33,333
G,34,334
G,35,335
G,36,336
G,37,337
G,38,338
G,39,339
G,40,340
G,41,341
G,42,342
G,43,343
G,44,344
G,45,345
G,46,346
G,47,347
G,48,348
G,49,349
H,0,350
H,1,351
H,2,352
H,3,353
H,4,354
H,5,355
H,6,356
H,7,357
H,8,358
H,9,359
H,10,360
H,11,361
H,12,362
H,13,363
H,14,364
H,15,365
H,16,366
H,17,367
H,18,368
H,19,369
H,20,370
H,21,371
H,22,372
H,23,373
H,24,374
H,25,375
H,26,376
H,27,377
H,28,378
H,29,379
H,30,380
H,31,381
H,32,382
H,33,383
H,34,384
H,35,385
H,36,386
H,37,387
H,38,388
H,39,389
H,40,390
H,41,391
H,42,392
H,43,393
H,44,394
H,45,395
H,46,396
H,47,397
H,48,398
H,49,399
I,0,400
I,1,401
I,2,402
I,3,403
I,4,404
I,5,405
I,6,406
I,7,407
I,8,408
I,9,409
I,10,410
I,11,411
I,12,412
I,13,413
I,14,414
I,15,415
I,16,416
I,17,417
I,18,418
I,19,419
I,20,420
I,21,421
I,22,422
I,23,423
I,24,424
I,25,425
I,26,426
I,27,427
I,28,428
I,29,429
I,30,430
I,31,431
I,32,432
I,33,433
I,34,434
I,35,435
I,36,436
I,37,437
I,38,438
I,39,439
I,40,440
I,41,441
I,42,442
I,43,443
I,44,444
I,45,445
I,46,446
I,47,447
I,48,448
I,49,449
J,0,450
J,1,451
J,2,452
J,3,453
J,4,454
J,5,455
J,6,456
J,7,457
J,8,458
J,9,459
J,10,460
J,11,461
J,12,462
J,13,463
J,14,464
J,15,465
J,16,466
J,17,467
J,18,468
J,19,469
J,20,470
J,21,471
J,22,472
J,23,473
J,24,474
J,25,475
J,26,476
J,27,477
J,28,478
J,29,479
J,30,480
J,31,481
J,32,482
J,33,483
J,34,484
J,35,485
J,36,486
J,37,487
J,38,488
J,39,489
J,40,490
J,41,491
J,42,492
J,43,493
J,44,494
J,45,495
J,46,496
J,47,497
J,48,498
J,49,499
K,0,500
K,1,501
K,2,502
K,3,503
K,4,504
K,5,505
K,6,506
K,7,507
K,8,508
K,9,509
K,10,510
K,11,511
K,12,512
K,13,513
K,14,514
K,15,515
K,16,516
K,17,517
K,18,518
K,19,519
K,20,520
K,21,521
K,22,522
K,23,523
K,24,524
K,25,525
K,26,526
K,27,527
K,28,528
K,29,529
K,30,530
K,31,531
K,32,532
K,33,533
K,34,534
K,35,535
K,36,536
K,37,537
K,38,538
K,39,539
K,40,540
K,41,541
K,42,542
K,43,543
K,44,544
K,45,545
K,46,546
K,47,547
K,48,548
K,49,549
L,0,550
L,1,551
L,2,552
L,3,553
L,4,554
L,5,555
L,6,556
L,7,557
L,8,558
L,9,559
L,10,560
L,11,561
L,12,562
L,13,563
L,14,564
L,15,565
L,16,566
L,17,567
L,18,568
L,19,569
L,20,570
L,21,571
L,22,572
L,23,573
L,24,574
L,25,575
L,26,576
L,27,577
L,28,578
L,29,579
L,30,580
L,31,581
L,32,582
L,33,583
L,34,584
L,35,585
L,36,586
L,37,587
L,38,588
L,39,589
L,40,590
L,41,591
L,42,592
L,43,593
L,44,594
L,45,595
L,46,596
L,47,597
L,48,598
L,49,599
M,0,600
M,1,601
M,2,602
M,3,603
M,4,604
M,5,605
M,6,606
M,7,607
M,8,608
M,9,609
M,10,610
M,11,611
M,12,612
M,13,613
M,14,614
M,15,615
M,16,616
M,17,617
M,18,618
M,19,619
M,20,620
M,21,621
M,22,622
M,23,623
M,24,624
M,25,625
M,26,626
M,27,627
M,28,628
M,29,629
M,30,630
M,31,631
M,32,632
M,33,633
M,34,634
M,35,635
M,36,636
M,37,637
M,38,638
M,39,639
M,40,640
M,41,641
M,42,642
M,43,643
M,44,644
M,45,645
M,46,646
M,47,647
M,48,648
M,49,649
N,0,650
N,1,651
N,2,652
N,3,653
N,4,654
N,5,655
N,6,656
N,7,657
N,8,658
N,9,659
N,10,660
N,11,661
N,12,662
N,13,663
N,14,664
N,15,665
N,16,666
N,17,667
N,18,668
N,19,669
N,20,670
N,21,671
N,22,672
N,23,673
N,24,674
N,25,675
N,26,676
N,27,677
N,28,678
N,29,679
N,30,680
N,31,681
N,32,682
N,33,683
N,34,684
N,35,685
N,36,686
N,37,687
N,38,688
N,39,689
N,40,690
N,41,691
N,42,692
N,43,693
N,44,694
N,45,695
N,46,696
N,47,697
N,48,698
N,49,699
O,0,700
O,1,701
O,2,702
O,3,703
O,4,704
O,5,705
O,6,706
O,7,707
O,8,708
O,9,709
O,10,710
O,11,711
O,12,712
O,13,713
O,14,714
O,15,715
O,16,716
O,17,717
O,18,718
O,19,719
O,20,720
O,21,721
O,22,722
O,23,723
O,24,724
O,25,725
O,26,726
O,27,727
O,28,728
O,29,729
O,30,730
O,31,731
O,32,732
O,33,733
O,34,734
O,35,735
O,36,736
O,37,737
O,38,738
O,39,739
O,40,740
O,41,741
O,42,742
O,43,743
O,44,744
O,45,745
O,46,746
O,47,747
O,48,748
O,49,749
P,0,750
P,1,751
P,2,752
P,3,753
P,4,754
P,5,755
P,6,756
P,7,757
P,8,758
P,9,759
P,10,760
P,11,761
P,12,762
P,13,763
P,14,764
P,15,765
P,16,766
P,17,767
P,18,768
P,19,769
P,20,770
P,21,771
P,22,772
P,23,773
P,24,774
P,25,775
P,26,776
P,27,777
P,28,778
P,29,779
P,30,780
P,31,781
P,32,782
P,33,783
P,34,784
P,35,785
P,36,786
P,37,787
P,38,788
P,39,789
P,40,790
P,41,791
P,42,792
P,43,793
P,44,794
P,45,795
P,46,796
P,47,797
P,48,798
P,49,799
Q,0,800
Q,1,801
Q,2,802
Q,3,803
Q,4,804
Q,5,805
Q,6,806
Q,7,807
Q,8,808
Q,9,809
Q,10,810
Q,11,811
Q,12,812
Q,13,813
Q,14,814
Q,15,815
Q,16,816
Q,17,817
Q,18,818
Q,19,819
Q,20,820
Q,21,821
Q,22,822
Q,23,823
Q,24,824
Q,25,825
Q,26,826
Q,27,827
Q,28,828
Q,29,829
Q,30,830
Q,31,831
Q,32,832
Q,33,833
Q,34,834
Q,35,835
Q,36,836
Q,37,837
Q,38,838
Q,39,839
Q,40,840
Q,41,841
Q,42,842
Q,43,843
Q,44,844
Q,45,845
Q,46,846
Q,47,847
Q,48,848
Q,49,849
R,0,850
R,1,851
R,2,852
R,3,853
R,4,854
R,5,855
R,6,856
R,7,857
R,8,858
R,9,859
R,10,860
R,11,861
R,12,862
R,13,863
R,14,864
R,15,865
R,16,866
R,17,867
R,18,868
R,19,869
R,20,870
R,21,871
R,22,872
R,23,873
R,24,874
R,25,875
R,26,876
R,27,877
R,28,878
R,29,879
R,30,880
R,31,881
R,32,882
R,33,883
R,34,884
R,35,885
R,36,886
R,37,887
R,38,888
R,39,889
R,40,890
R,41,891
R,42,892
R,43,893
R,44,894
R,45,895
R,46,896
R,47,897
R,48,898
R,49,899
S,0,900
S,1,901
S,2,902
S,3,903
S,4,904
S,5,905
S,6,906
S,7,907
S,8,908
S,9,909
S,10,910
S,11,911
S,12,912
S,13,913
S,14,914
S,15,915
S,16,916
S,17,917
S,18,918
S,19,919
S,20,920
S,21,921
S,22,922
S,23,923
S,24,924
S,25,925
S,26,926
S,27,927
S,28,928
S,29,929
S,30,930
S,31,931
S,32,932
S,33,933
S,34,934
S,35,935
S,36,936
S,37,937
S,38,938
S,39,939
S,40,940
S,41,941
S,42,942
S,43,943
S,44,944
S,45,945
S,46,946
S,47,947
S,48,948
S,49,949
T,0,950
T,1,951
T,2,952
T,3,953
T,4,954
T,5,955
T,6,956
T,7,957
T,8,958
T,9,959
T,10,960
T,11,961
T,12,962
T,13,963
T,14,964
T,15,965
T,16,966
T,17,967
T,18,968
T,19,969
T,20,970
T,21,971
T,22,972
T,23,973
T,24,974
T,25,975
T,26,976
T,27,977
T,28,978
T,29,979
T,30,980
T,31,981
T,32,982
T,33,983
T,34,984
T,35,985
T,36,986
T,37,987
T,38,988
T,39,989
T,40,990
T,41,991
T,42,992
T,43,993
T,44,994
T,45,995
T,46,996
T,47,997
T,48,998
T,49,999
U,0,1000
U,1,1001
U,2,1002
U,3,1003
U,4,1004
U,5,1005
U,6,1006
U,7,1007
U,8,1008
U,9,1009
U,10,1010
U,11,1011
U,12,1012
U,13,1013
U,14,1014
U,15,1015
U,16,1016
U,17,1017
U,18,1018
U,19,1019
U,20,1020
U,21,1021
U,22,1022
U,23,1023
U,24,1024
U,25,1025
U,26,1026
U,27,1027
U,28,1028
U,29,1029
U,30,1030
U,31,1031
U,32,1032
U,33,1033
U,34,1034
U,35,1035
U,36,1036
U,37,1037
U,38,1038
U,39,1039
U,40,1040
U,41,1041
U,42,1042
U,43,1043
U,44,1044
U,45,1045
U,46,1046
U,47,1047
U,48,1048
U,49,1049
V,0,1050
V,1,1051
V,2,1052
V,3,1053
V,4,1054
V,5,1055
V,6,1056
V,7,1057
V,8,1058
V,9,1059
V,10,1060
V,11,1061
V,12,1062
V,13,1063
V,14,1064
V,15,1065
V,16,1066
V,17,1067
V,18,1068
V,19,1069
V,20,1070
V,21,1071
V,22,1072
V,23,1073
V,24,1074
V,25,1075
V,26,1076
V,27,1077
V,28,1078
V,29,1079
V,30,1080
V,31,1081
V,32,1082
V,33,1083
V,34,1084
V,35,1085
V,36,1086
V,37,1087
V,38,1088
V,39,1089
V,40,1090
V,41,1091
V,42,1092
V,43,1093
V,44,1094
V,45,1095
V,46,1096
V,47,1097
V,48,1098
V,49,1099
W,0,1100
W,1,1101
W,2,1102
W,3,1103
W,4,1104
W,5,1105
W,6,1106
W,7,1107
W,8,1108
W,9,1109
W,10,1110
W,11,1111
W,12,1112
W,13,1113
W,14,1114
W,15,1115
W,16,1116
W,17,1117
W,18,1118
W,19,1119
W,20,1120
W,21,1121
W,22,1122
W,23,1123
W,24,1124
W,25,1125
W,26,1126
W,27,1127
W,28,1128
W,29,1129
W,30,1130
W,31,1131
W,32,1132
W,33,1133
W,34,1134
W,35,1135
W,36,1136
W,37,1137
W,38,1138
W,39,1139
W,40,1140
W,41,1141
W,42,1142
W,43,1143
W,44,1144
W,45,1145
W,46,1146
W,47,1147
W,48,1148
W,49,1149
X,0,1150
X,1,1151
X,2,1152
X,3,1153
X,4,1154
X,5,1155
X,6,1156
X,7,1157
X,8,1158
X,9,1159
X,10,1160
X,11,1161
X,12,1162
X,13,1163
X,14,1164
X,15,1165
X,16,1166
X,17,1167
X,18,1168
X,19,1169
X,20,1170
X,21,1171
X,22,1172
X,23,1173
X,24,1174
X,25,1175
X,26,1176
X,27,1177
X,28,1178
X,29,1179
X,30,1180
X,31,1181
X,32,1182
X,33,1183
X,34,1184
X,35,1185
X,36,1186
X,37,1187
X,38,1188
X,39,1189
X,40,1190
X,41,1191
X,42,1192
X,43,1193
X,44,1194
X,45,1195
X,46,1196
X,47,1197
X,48,1198
X,49,1199
Y,0,1200
Y,1,1201
Y,2,1202
Y,3,1203
Y,4,1204
Y,5,1205
Y,6,1206
Y,7,1207
Y,8,1208
Y,9,1209
Y,10,1210
Y,11,1211
Y,12,1212
Y,13,1213
Y,14,1214
Y,15,1215
Y,16,1216
Y,17,1217
Y,18,1218
Y,19,1219
Y,20,1220
Y,21,1221
Y,22,1222
Y,23,1223
Y,24,1224
Y,25,1225
Y,26,1226
Y,27,1227
Y,28,1228
Y,29,1229
Y,30,1230
Y,31,1231
Y,32,1232
Y,33,1233
Y,34,1234
Y,35,1235
Y,36,1236
Y,37,1237
Y,38,1238
Y,39,1239
Y,40,1240
Y,41,1241
Y,42,1242
Y,43,1243
Y,44,1244
Y,45,1245
Y,46,1246
Y,47,1247
Y,48,1248
Y,49,1249
Z,0,1250
Z,1,1251
Z,2,1252
Z,3,1253
Z,4,1254
Z,5,1255
Z,6,1256
Z,7,1257
Z,8,1258
Z,9,1259
Z,10,1260
Z,11,1261
Z,12,1262
Z,13,1263
Z,14,1264
Z,15,1265
Z,16,1266
Z,17,1267
Z,18,1268
Z,19,1269
Z,20,1270
Z,21,1271
Z,22,1272
Z,23,1273
Z,24,1274
Z,25,1275
Z,26,1276
Z,27,1277
Z,28,1278
Z,29,1279
Z,30,1280
Z,31,1281
Z,32,1282
Z,33,1283
Z,34,1284
Z,35,1285
Z,36,1286
Z,37,1287
Z,38,1288
Z,39,1289
Z,40,1290
Z,41,1291
Z,42,1292
Z,43,1293
Z,44,1294
Z,45,1295
Z,46,1296
Z,47,1297
Z,48,1298
Z,49,1299
space,0,1300
space,1,1301
space,2,1302
space,3,1303
space,4,1304
space,5,1305
space,6,1306
space,7,1307
space,8,1308
space,9,1309
space,10,1310
space,11,1311
space,12,1312
space,13,1313
space,14,1314
space,15,1315
space,16,1316
space,17,1317
space,18,1318
space,19,1319
space,20,1320
space,21,1321
space,22,1322
space,23,1323
space,24,1324
space,25,1325
space,26,1326
space,27,1327
space,28,1328
space,29,1329
space,30,1330
space,31,1331
space,32,1332
space,33,1333
space,34,1334
space,35,1335
space,36,1336
space,37,1337
space,38,1338
space,39,1339
space,40,1340
space,41,1341
space,42,1342
space,43,1343
space,44,1344
space,45,1345
space,46,1346
space,47,1347
space,48,1348
space,49,1349
